仿真序号,NPV,总需求,总产量,地球补给,平均利用率,自给自足率,最终产能,产能扩张次数
1,2920056.6812150553,463.06139620212025,361.98754483915167,0,0.5008370379773944,0.781726889367277,165.0463635585749,2
2,1721740.3874157406,281.8110817990718,195.32712114334936,10.60425044903554,0.510763095006251,0.6931136983556078,72.4386179416874,1
3,1710562.2529427148,221.01158287994986,184.63865134126675,5.676291331775177,0.5072654013759739,0.8354252249374625,49.58266364904507,1
4,1425632.3183045213,157.5263610485638,141.92201264881575,4.5222845079324365,0.5454256368061612,0.9009413516831167,33.832225897822084,1
5,2782794.9112093495,360.94590780036594,304.85359832467316,0,0.5271930776691299,0.8445963556768826,81.8770342215004,1
6,2525105.179018523,370.736511861759,300.98382649080673,0,0.5235289447376488,0.8118537475020485,122.99808118713588,2
7,1459219.4331111503,191.76452348202838,153.06350539303773,2.025041494204615,0.5418434720055714,0.7981846830359235,43.807853999505554,1
8,1694078.4132726546,239.41764997167505,197.031287158049,2.08847661437915,0.5050263467691553,0.8229605761369695,87.96481606102925,2
9,1235482.3729925219,149.93762980027566,134.13155728319987,1.8610290404492593,0.5648757463974292,0.8945823504204364,46.41854714669168,2
10,1909125.2861955115,222.67784566806728,199.02430877743632,0,0.5482175726827654,0.8937768738525974,52.25232638550533,1
11,1818400.6996252588,257.2335165629351,210.4601201822844,0,0.4984778735790261,0.8181675661647029,94.05663849974393,2
12,2148739.783934345,305.4242675651712,259.7949513843237,3.8699679752700984,0.5109721906310684,0.8506035013373286,98.20421206194032,2
13,1054357.7970009784,118.15476060032081,106.65597606107201,4.381959734942347,0.5984504971395082,0.9026803111374796,24.48911258648863,1
14,1221761.3915366924,149.95443020015972,125.41748307159449,1.7113896447274506,0.5869704835050215,0.8363706420956472,33.572812198158125,1
15,1666207.1295801403,212.17728047588236,184.0497308837705,2.080937263950151,0.5464704712398419,0.8674337349926161,68.33631533993356,2
16,1611086.111348262,233.2614844028389,177.07065093054078,6.31028784358381,0.544591667585728,0.7591079658257793,51.19187001117834,1
17,944138.2265918168,97.7813867264806,93.65084919765194,3.4597766514767025,0.47551150393338515,0.9577574253433035,20.56341138282511,1
18,1293231.6487150027,159.97125224925114,140.8178886951273,3.716053271425709,0.5856612420622311,0.8802699654792913,48.493527336817024,2
19,1460061.6602638047,192.00946269049015,160.6280926477138,1.204170883995232,0.5728667334918089,0.8365634193072995,62.2545588699205,2
