仿真序号,NPV,总需求,总产量,地球补给,平均利用率,自给自足率,最终产能,产能扩张次数
1,1822503.077324361,463.06139620212025,276.1820974918504,85.8054473473012,0.7554091484149709,0.5964265208825582,67.60757839553321,4
2,1392494.1791246044,281.8110817990718,170.6165838039802,35.31478778840469,0.7791604112156804,0.6054289374100198,36.474551110396554,3
3,1333660.9165398236,221.01158287994986,159.79114079852687,30.523801874515048,0.8862190071272613,0.7229989429346922,26.577438059894845,3
4,1223203.3824382257,157.5263610485638,132.6357431264128,13.80855403033537,0.926199160793211,0.8419907769311227,18.70642425052971,4
5,2135201.238454633,360.94590780036594,268.00421731647896,36.84938100819426,0.8614675966891255,0.7425052106830043,55.13351819454994,5
6,1588979.8314324706,370.736511861759,234.98198284426246,66.00184364654432,0.8137947361433436,0.6338247659078236,57.315498325306976,4
7,1191741.447168487,191.76452348202838,136.29426852935472,18.794278357887613,0.8664506857352293,0.7107376591589832,26.052377591409858,3
8,1346545.1014861797,239.41764997167505,169.24386353390568,29.87590023852247,0.8204458281079059,0.7068980234077502,39.193652043415064,4
9,1000396.0106983554,149.93762980027566,116.39624950878186,19.596336814867247,0.9723811280800557,0.7762977823767617,21.513271296771986,5
10,1537674.7174279115,222.67784566806728,178.88075303679292,20.14355574064339,0.9006941725791953,0.8033163447406434,30.454128763624464,4
11,1339584.5590228052,257.2335165629351,170.47380173209677,39.98631845018763,0.81099163895479,0.662720021908142,37.27014647821173,3
12,1083006.437281304,305.4242675651712,183.95072443237282,79.71419492722102,0.8298896668737179,0.6022793339207126,42.6233559296616,3
13,869065.4632928214,118.15476060032081,98.42849151365726,12.60944428235711,0.936500144903281,0.833047191781031,14.78551397990271,5
14,1008327.726901862,149.95443020015972,112.19096785797144,14.937904858350489,0.9283875597110824,0.7481670778797167,21.51225008868661,4
15,1414493.5749622534,212.17728047588236,164.89563873182829,21.23502941589237,0.9054096098544566,0.7771597334172239,29.183993978716096,4
16,1110274.3113689404,233.2614844028389,145.8563482640723,37.524590510052306,0.8412188659678679,0.6252911775704071,30.610024877032572,3
17,783801.1319378122,97.7813867264806,87.44613105256303,9.664494796565616,0.9279174110448638,0.8943024227828972,10.92645501645721,4
18,1070333.540052622,159.97125224925114,124.81682284474618,19.717119121806824,0.960529420795827,0.7802453321442352,21.033645003697742,3
19,1008679.7095570671,192.00946269049015,126.95396084729184,34.87830268441721,0.9026029726507693,0.6611859596312469,23.024026748557436,3
20,1671348.3229072287,280.57488842615373,213.2770975866622,30.953006342475554,0.8641772870014142,0.7601432144658802,41.27407309292688,4
21,1408693.851271812,207.6427099000336,163.59259442436814,21.250089906213717,0.9143772582985565,0.7878561905839473,29.87016354797339,5
22,1087750.4360110667,148.5618562310594,126.48514998697345,15.904166342442393,0.942135708410642,0.8513972105346483,20.397061798669075,4
23,1170769.2466542583,155.07609529302638,134.49191331019088,17.394641713609452,0.9535673737695172,0.8672639909849397,17.139276887713603,3
24,1121636.4794787029,173.18174575098558,130.29050188140926,21.95079282660997,0.9483984511768313,0.752333921317269,20.610898221330906,3
25,1471449.4780367527,239.7188494912521,172.12078617004502,27.951488972083485,0.8973452806688424,0.718011063941495,32.425452766917964,3
26,1637740.6278154815,328.3088182586421,221.08139605625277,50.68425339434879,0.8601399384566619,0.6733946326171616,50.98669164292105,4
27,1255217.95975824,228.33660837104705,157.92216619272668,29.5635761606988,0.8304849360978939,0.6916200048662504,37.021448638968884,4
28,1626794.3645836047,328.4352139842091,203.98410412244277,46.20347411390013,0.8018152789744473,0.6210786646411495,42.15992887963486,2
29,1417117.820132134,202.603623614653,168.00104165674904,22.62756720595235,0.9235939698916639,0.829210448754277,27.15742195950171,5
30,1154285.90280429,203.7542766929382,143.3182382922651,29.18620868087288,0.8900505272170924,0.7033876324875801,31.351023602023158,4
31,1161666.6098046803,182.4930777023773,136.4165973539518,23.845238745303572,0.953327718830295,0.7475165582797048,23.998606693864414,4
32,2271674.9224947905,507.73300722571673,349.18107404452525,92.41755328445393,0.8291794752340034,0.6877257713704125,71.96441101944325,4
33,1464709.9618926723,338.482739471747,209.43889109127934,61.4162974323132,0.788541124902785,0.6187579650830648,49.35001071940774,3
34,1870496.803642421,350.7346198242732,236.77504840673657,34.43261620883864,0.7710195845864616,0.6750831968779324,54.82799834244341,4
35,1419227.6992345212,202.3797298420777,161.20738193828512,20.623546680643127,0.9577688028254411,0.7965589343561212,31.08881281867233,5
36,1663880.1824608562,242.87161947919105,188.78220153998095,18.604850206163793,0.9152212050398607,0.7772921428399153,28.216718080035168,3
37,1627545.7000618028,317.1703304279729,215.869194491779,42.326550529044454,0.8337729254796047,0.6806096717826555,51.02305006373824,4
38,761272.5848348028,137.37344359750622,91.03076823678217,22.324818085229325,0.8397205107307352,0.6626518623460835,17.15269908173926,2
39,2214344.5838874346,357.5477661343624,276.36946524924304,36.29181416601223,0.8948778233760738,0.772958165106775,51.38169030497154,4
40,874590.2802683236,103.83107066984624,93.10984418241017,8.574818343004019,0.9406489930060274,0.8967435622278559,12.216768606643043,4
41,2029237.9756735836,349.4623625085301,246.2092905105364,28.37480838528188,0.7841109164346639,0.7045373605992452,52.26195730466133,4
42,1479457.077496323,383.5782153467211,236.82010145999593,82.54732044405648,0.8127624257179289,0.6173971617390506,58.37678517536177,4
43,1258887.942429263,163.14402555966313,137.0125987441191,12.678041231730251,0.9907624674864175,0.8398260265682388,19.277526306158876,6
44,1651940.1284584908,282.80188129398437,215.3228978104078,39.00823514070256,0.847717031663518,0.7613913204013331,38.12384117895993,3
